Location,ParentLocation,PM25_Value,Average_PM25
Nicaragua,Americas,19.78,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.96,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.12,14.645727810650888
Cuba,Americas,20.19,14.645727810650888
Mexico,Americas,20.25,14.645727810650888
Nicaragua,Americas,20.61,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.65,14.645727810650888
Nicaragua,Americas,20.84,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.9,14.645727810650888
Nicaragua,Americas,21.69,14.645727810650888
Mexico,Americas,21.8,14.645727810650888
Chile,Americas,22.28,14.645727810650888
Nicaragua,Americas,22.31,14.645727810650888
Mexico,Americas,22.56,14.645727810650888
Honduras,Americas,22.67,14.645727810650888
Honduras,Americas,23.07,14.645727810650888
Chile,Americas,23.08,14.645727810650888
Honduras,Americas,23.21,14.645727810650888
Mexico,Americas,23.34,14.645727810650888
Guatemala,Americas,23.53,14.645727810650888
Honduras,Americas,23.65,14.645727810650888
Honduras,Americas,24.09,14.645727810650888
Chile,Americas,24.15,14.645727810650888
Guatemala,Americas,25.03,14.645727810650888
El Salvador,Americas,25.19,14.645727810650888
Guatemala,Americas,25.42,14.645727810650888
Bolivia (Plurinational State of),Americas,25.7,14.645727810650888
Bolivia (Plurinational State of),Americas,25.78,14.645727810650888
Chile,Americas,26.03,14.645727810650888
El Salvador,Americas,26.41,14.645727810650888
Bolivia (Plurinational State of),Americas,26.5,14.645727810650888
Chile,Americas,26.57,14.645727810650888
Guatemala,Americas,26.65,14.645727810650888
El Salvador,Americas,27.18,14.645727810650888
Peru,Americas,27.79,14.645727810650888
El Salvador,Americas,27.89,14.645727810650888
Bolivia (Plurinational State of),Americas,28.27,14.645727810650888
Guatemala,Americas,28.48,14.645727810650888
Bolivia (Plurinational State of),Americas,28.86,14.645727810650888
Peru,Americas,29.07,14.645727810650888
El Salvador,Americas,29.2,14.645727810650888
Peru,Americas,30.29,14.645727810650888
Peru,Americas,32.56,14.645727810650888
Peru,Americas,33.36,14.645727810650888
Bahamas,Americas,4.97,14.645727810650888
Bahamas,Americas,5.31,14.645727810650888
Bahamas,Americas,5.32,14.645727810650888
Bahamas,Americas,5.32,14.645727810650888
Bahamas,Americas,5.65,14.645727810650888
Canada,Americas,5.8,14.645727810650888
Canada,Americas,6.9,14.645727810650888
Canada,Americas,7.15,14.645727810650888
United States of America,Americas,7.3,14.645727810650888
Dominican Republic,Americas,7.39,14.645727810650888
Canada,Americas,7.52,14.645727810650888
Dominican Republic,Americas,7.56,14.645727810650888
Canada,Americas,7.71,14.645727810650888
Dominican Republic,Americas,7.87,14.645727810650888
Dominican Republic,Americas,8.05,14.645727810650888
Saint Kitts and Nevis,Americas,8.15,14.645727810650888
Saint Kitts and Nevis,Americas,8.15,14.645727810650888
United States of America,Americas,8.15,14.645727810650888
Dominican Republic,Americas,8.26,14.645727810650888
United States of America,Americas,8.31,14.645727810650888
Dominica,Americas,8.45,14.645727810650888
Saint Kitts and Nevis,Americas,8.59,14.645727810650888
Saint Kitts and Nevis,Americas,8.62,14.645727810650888
United States of America,Americas,8.62,14.645727810650888
Antigua and Barbuda,Americas,8.7,14.645727810650888
Dominica,Americas,8.81,14.645727810650888
United States of America,Americas,8.87,14.645727810650888
Antigua and Barbuda,Americas,8.89,14.645727810650888
Dominica,Americas,8.99,14.645727810650888
Dominica,Americas,8.99,14.645727810650888
Antigua and Barbuda,Americas,9.03,14.645727810650888
Antigua and Barbuda,Americas,9.03,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.52,14.645727810650888
Haiti,Americas,9.54,14.645727810650888
Saint Lucia,Americas,9.57,14.645727810650888
Saint Lucia,Americas,9.57,14.645727810650888
Saint Lucia,Americas,9.62,14.645727810650888
Uruguay,Americas,9.64,14.645727810650888
Saint Lucia,Americas,9.65,14.645727810650888
Haiti,Americas,9.78,14.645727810650888
Uruguay,Americas,9.88,14.645727810650888
Barbados,Americas,9.9,14.645727810650888
Uruguay,Americas,9.9,14.645727810650888
Uruguay,Americas,9.94,14.645727810650888
Barbados,Americas,10.0,14.645727810650888
Haiti,Americas,10.02,14.645727810650888
Trinidad and Tobago,Americas,10.1,14.645727810650888
Grenada,Americas,10.18,14.645727810650888
Grenada,Americas,10.31,14.645727810650888
Grenada,Americas,10.31,14.645727810650888
Trinidad and Tobago,Americas,10.34,14.645727810650888
Guyana,Americas,10.37,14.645727810650888
Trinidad and Tobago,Americas,10.46,14.645727810650888
Trinidad and Tobago,Americas,10.47,14.645727810650888
Trinidad and Tobago,Americas,10.48,14.645727810650888
Haiti,Americas,10.61,14.645727810650888
Belize,Americas,10.79,14.645727810650888
Belize,Americas,10.8,14.645727810650888
Belize,Americas,10.8,14.645727810650888
Belize,Americas,10.8,14.645727810650888
Belize,Americas,10.83,14.645727810650888
Suriname,Americas,10.91,14.645727810650888
Cuba,Americas,11.07,14.645727810650888
Guyana,Americas,11.08,14.645727810650888
Guyana,Americas,11.22,14.645727810650888
Brazil,Americas,11.49,14.645727810650888
Guyana,Americas,11.64,14.645727810650888
Guyana,Americas,11.92,14.645727810650888
Brazil,Americas,12.15,14.645727810650888
Suriname,Americas,12.23,14.645727810650888
Argentina,Americas,12.52,14.645727810650888
Argentina,Americas,12.69,14.645727810650888
Suriname,Americas,12.81,14.645727810650888
Paraguay,Americas,13.1,14.645727810650888
Suriname,Americas,13.12,14.645727810650888
Cuba,Americas,13.17,14.645727810650888
Brazil,Americas,13.29,14.645727810650888
Suriname,Americas,13.32,14.645727810650888
Argentina,Americas,13.51,14.645727810650888
Argentina,Americas,13.56,14.645727810650888
Brazil,Americas,13.71,14.645727810650888
Cuba,Americas,13.71,14.645727810650888
Paraguay,Americas,14.08,14.645727810650888
Jamaica,Americas,14.23,14.645727810650888
Panama,Americas,14.29,14.645727810650888
Paraguay,Americas,14.36,14.645727810650888
Brazil,Americas,14.37,14.645727810650888
Argentina,Americas,14.43,14.645727810650888
Jamaica,Americas,14.43,14.645727810650888
Panama,Americas,14.52,14.645727810650888
Panama,Americas,14.61,14.645727810650888
Panama,Americas,14.66,14.645727810650888
Panama,Americas,14.85,14.645727810650888
Paraguay,Americas,15.16,14.645727810650888
Jamaica,Americas,15.36,14.645727810650888
Paraguay,Americas,15.45,14.645727810650888
Colombia,Americas,16.12,14.645727810650888
Colombia,Americas,16.18,14.645727810650888
Jamaica,Americas,16.34,14.645727810650888
Cuba,Americas,16.43,14.645727810650888
Costa Rica,Americas,17.05,14.645727810650888
Colombia,Americas,17.21,14.645727810650888
Costa Rica,Americas,17.45,14.645727810650888
Costa Rica,Americas,18.04,14.645727810650888
Ecuador,Americas,18.1,14.645727810650888
Ecuador,Americas,18.2,14.645727810650888
Jamaica,Americas,18.27,14.645727810650888
Mexico,Americas,18.43,14.645727810650888
Costa Rica,Americas,18.46,14.645727810650888
Colombia,Americas,18.48,14.645727810650888
Ecuador,Americas,18.56,14.645727810650888
Ecuador,Americas,18.91,14.645727810650888
Costa Rica,Americas,18.93,14.645727810650888
Ecuador,Americas,19.33,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.44,14.645727810650888
Nicaragua,Americas,19.55,14.645727810650888
Cuba,Americas,19.56,14.645727810650888
Colombia,Americas,19.6,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.68,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,19.84,14.645727810650888
Mexico,Americas,19.95,14.645727810650888
Nicaragua,Americas,20.25,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.3,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.52,14.645727810650888
Nicaragua,Americas,20.56,14.645727810650888
Nicaragua,Americas,21.16,14.645727810650888
Chile,Americas,21.23,14.645727810650888
Mexico,Americas,21.56,14.645727810650888
Nicaragua,Americas,21.59,14.645727810650888
Chile,Americas,22.03,14.645727810650888
Mexico,Americas,22.34,14.645727810650888
Honduras,Americas,22.7,14.645727810650888
Honduras,Americas,23.1,14.645727810650888
Chile,Americas,23.14,14.645727810650888
Mexico,Americas,23.15,14.645727810650888
Honduras,Americas,23.21,14.645727810650888
Guatemala,Americas,23.26,14.645727810650888
Honduras,Americas,23.67,14.645727810650888
Honduras,Americas,24.13,14.645727810650888
Guatemala,Americas,24.82,14.645727810650888
Chile,Americas,25.06,14.645727810650888
El Salvador,Americas,25.08,14.645727810650888
Guatemala,Americas,25.22,14.645727810650888
Chile,Americas,25.62,14.645727810650888
El Salvador,Americas,26.29,14.645727810650888
Guatemala,Americas,26.5,14.645727810650888
Bolivia (Plurinational State of),Americas,26.68,14.645727810650888
Bolivia (Plurinational State of),Americas,26.72,14.645727810650888
El Salvador,Americas,27.04,14.645727810650888
Bolivia (Plurinational State of),Americas,27.48,14.645727810650888
El Salvador,Americas,27.74,14.645727810650888
Guatemala,Americas,28.39,14.645727810650888
Peru,Americas,28.9,14.645727810650888
El Salvador,Americas,29.02,14.645727810650888
Bolivia (Plurinational State of),Americas,29.36,14.645727810650888
Bolivia (Plurinational State of),Americas,29.97,14.645727810650888
Peru,Americas,30.21,14.645727810650888
Peru,Americas,31.47,14.645727810650888
Peru,Americas,33.83,14.645727810650888
Peru,Americas,34.66,14.645727810650888
Bahamas,Americas,4.98,14.645727810650888
Bahamas,Americas,5.29,14.645727810650888
Bahamas,Americas,5.32,14.645727810650888
Bahamas,Americas,5.33,14.645727810650888
Bahamas,Americas,5.65,14.645727810650888
Canada,Americas,5.85,14.645727810650888
Canada,Americas,6.93,14.645727810650888
Dominican Republic,Americas,7.21,14.645727810650888
Canada,Americas,7.29,14.645727810650888
Dominican Republic,Americas,7.38,14.645727810650888
United States of America,Americas,7.55,14.645727810650888
Canada,Americas,7.68,14.645727810650888
Dominican Republic,Americas,7.7,14.645727810650888
Saint Kitts and Nevis,Americas,7.8,14.645727810650888
Saint Kitts and Nevis,Americas,7.8,14.645727810650888
Dominican Republic,Americas,7.87,14.645727810650888
Canada,Americas,7.92,14.645727810650888
Dominica,Americas,8.02,14.645727810650888
Dominican Republic,Americas,8.09,14.645727810650888
Saint Kitts and Nevis,Americas,8.22,14.645727810650888
Saint Kitts and Nevis,Americas,8.25,14.645727810650888
Antigua and Barbuda,Americas,8.31,14.645727810650888
Dominica,Americas,8.36,14.645727810650888
United States of America,Americas,8.42,14.645727810650888
Antigua and Barbuda,Americas,8.5,14.645727810650888
Dominica,Americas,8.52,14.645727810650888
Dominica,Americas,8.52,14.645727810650888
United States of America,Americas,8.62,14.645727810650888
Antigua and Barbuda,Americas,8.63,14.645727810650888
Antigua and Barbuda,Americas,8.63,14.645727810650888
United States of America,Americas,8.95,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.0,14.645727810650888
Saint Lucia,Americas,9.06,14.645727810650888
Saint Lucia,Americas,9.06,14.645727810650888
Saint Lucia,Americas,9.1,14.645727810650888
Saint Lucia,Americas,9.13,14.645727810650888
United States of America,Americas,9.23,14.645727810650888
Uruguay,Americas,9.28,14.645727810650888
Haiti,Americas,9.33,14.645727810650888
Barbados,Americas,9.36,14.645727810650888
Uruguay,Americas,9.49,14.645727810650888
Uruguay,Americas,9.52,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.55,14.645727810650888
Uruguay,Americas,9.55,14.645727810650888
Haiti,Americas,9.56,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.64,14.645727810650888
Saint Vincent and the Grenadines,Americas,9.64,14.645727810650888
Uruguay,Americas,9.67,14.645727810650888
Haiti,Americas,9.92,14.645727810650888
Grenada,Americas,9.92,14.645727810650888
Barbados,Americas,9.95,14.645727810650888
Barbados,Americas,9.99,14.645727810650888
Barbados,Americas,9.99,14.645727810650888
Haiti,Americas,10.09,14.645727810650888
Belize,Americas,10.19,14.645727810650888
Belize,Americas,10.19,14.645727810650888
Belize,Americas,10.2,14.645727810650888
Suriname,Americas,10.21,14.645727810650888
Belize,Americas,10.25,14.645727810650888
Belize,Americas,10.25,14.645727810650888
Guyana,Americas,10.41,14.645727810650888
Guyana,Americas,10.55,14.645727810650888
Cuba,Americas,10.65,14.645727810650888
Guyana,Americas,10.94,14.645727810650888
Guyana,Americas,11.2,14.645727810650888
Brazil,Americas,11.39,14.645727810650888
Suriname,Americas,11.46,14.645727810650888
Suriname,Americas,12.0,14.645727810650888
Brazil,Americas,12.02,14.645727810650888
Suriname,Americas,12.31,14.645727810650888
Suriname,Americas,12.5,14.645727810650888
Cuba,Americas,12.7,14.645727810650888
Argentina,Americas,12.93,14.645727810650888
Argentina,Americas,13.12,14.645727810650888
Brazil,Americas,13.15,14.645727810650888
Cuba,Americas,13.24,14.645727810650888
Jamaica,Americas,13.28,14.645727810650888
Paraguay,Americas,13.45,14.645727810650888
Jamaica,Americas,13.46,14.645727810650888
Brazil,Americas,13.57,14.645727810650888
Argentina,Americas,13.97,14.645727810650888
Argentina,Americas,14.02,14.645727810650888
Brazil,Americas,14.22,14.645727810650888
Jamaica,Americas,14.32,14.645727810650888
Paraguay,Americas,14.34,14.645727810650888
Paraguay,Americas,14.52,14.645727810650888
Argentina,Americas,14.91,14.645727810650888
Panama,Americas,15.15,14.645727810650888
Panama,Americas,15.16,14.645727810650888
Panama,Americas,15.21,14.645727810650888
Jamaica,Americas,15.23,14.645727810650888
Panama,Americas,15.25,14.645727810650888
Paraguay,Americas,15.32,14.645727810650888
Panama,Americas,15.6,14.645727810650888
Paraguay,Americas,15.61,14.645727810650888
Cuba,Americas,15.9,14.645727810650888
Colombia,Americas,16.89,14.645727810650888
Colombia,Americas,17.0,14.645727810650888
Jamaica,Americas,17.0,14.645727810650888
Ecuador,Americas,17.71,14.645727810650888
Ecuador,Americas,17.75,14.645727810650888
Costa Rica,Americas,17.98,14.645727810650888
Colombia,Americas,18.08,14.645727810650888
Ecuador,Americas,18.12,14.645727810650888
Costa Rica,Americas,18.5,14.645727810650888
Ecuador,Americas,18.5,14.645727810650888
Ecuador,Americas,18.9,14.645727810650888
Cuba,Americas,18.95,14.645727810650888
Costa Rica,Americas,19.14,14.645727810650888
Colombia,Americas,19.46,14.645727810650888
Costa Rica,Americas,19.64,14.645727810650888
Mexico,Americas,20.03,14.645727810650888
Costa Rica,Americas,20.17,14.645727810650888
Nicaragua,Americas,20.47,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.58,14.645727810650888
Colombia,Americas,20.65,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,20.82,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,21.0,14.645727810650888
Nicaragua,Americas,21.24,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,21.5,14.645727810650888
Nicaragua,Americas,21.59,14.645727810650888
Mexico,Americas,21.59,14.645727810650888
Venezuela (Bolivarian Republic of),Americas,21.74,14.645727810650888
Chile,Americas,21.85,14.645727810650888
Nicaragua,Americas,22.22,14.645727810650888
Chile,Americas,22.66,14.645727810650888
Nicaragua,Americas,22.68,14.645727810650888
Mexico,Americas,23.19,14.645727810650888
Chile,Americas,23.83,14.645727810650888
Mexico,Americas,23.98,14.645727810650888
Honduras,Americas,24.12,14.645727810650888
Honduras,Americas,24.52,14.645727810650888
Honduras,Americas,24.65,14.645727810650888
Mexico,Americas,24.78,14.645727810650888
Honduras,Americas,25.1,14.645727810650888
Guatemala,Americas,25.23,14.645727810650888
Honduras,Americas,25.56,14.645727810650888
Bolivia (Plurinational State of),Americas,25.74,14.645727810650888
Bolivia (Plurinational State of),Americas,25.78,14.645727810650888
Chile,Americas,25.81,14.645727810650888
Chile,Americas,26.4,14.645727810650888
Bolivia (Plurinational State of),Americas,26.52,14.645727810650888
El Salvador,Americas,26.65,14.645727810650888
Guatemala,Americas,26.73,14.645727810650888
Guatemala,Americas,27.23,14.645727810650888
El Salvador,Americas,27.82,14.645727810650888
Peru,Americas,27.99,14.645727810650888
Bolivia (Plurinational State of),Americas,28.36,14.645727810650888
Guatemala,Americas,28.52,14.645727810650888
El Salvador,Americas,28.61,14.645727810650888
Bolivia (Plurinational State of),Americas,28.97,14.645727810650888
Peru,Americas,29.19,14.645727810650888
El Salvador,Americas,29.31,14.645727810650888
Peru,Americas,30.47,14.645727810650888
Guatemala,Americas,30.52,14.645727810650888
El Salvador,Americas,30.64,14.645727810650888
Peru,Americas,32.75,14.645727810650888
Peru,Americas,33.57,14.645727810650888
Bahamas,Americas,4.75,14.645727810650888
Bahamas,Americas,5.05,14.645727810650888
Bahamas,Americas,5.08,14.645727810650888
Bahamas,Americas,5.09,14.645727810650888
Bahamas,Americas,5.4,14.645727810650888
Canada,Americas,5.91,14.645727810650888
Dominican Republic,Americas,6.77,14.645727810650888
Dominican Republic,Americas,6.93,14.645727810650888
Canada,Americas,7.07,14.645727810650888
Dominican Republic,Americas,7.22,14.645727810650888
