Location,ParentLocation,PM25_Value,Average_PM25
Turkmenistan,Europe,28.72,19.244726923076925
Kazakhstan,Europe,29.04,19.244726923076925
Azerbaijan,Europe,29.22,19.244726923076925
Turkmenistan,Europe,29.23,19.244726923076925
North Macedonia,Europe,29.26,19.244726923076925
Turkmenistan,Europe,29.49,19.244726923076925
Turkmenistan,Europe,29.55,19.244726923076925
Azerbaijan,Europe,30.34,19.244726923076925
Turkmenistan,Europe,31.27,19.244726923076925
Bosnia and Herzegovina,Europe,31.4,19.244726923076925
Armenia,Europe,31.46,19.244726923076925
North Macedonia,Europe,33.21,19.244726923076925
Bosnia and Herzegovina,Europe,33.72,19.244726923076925
Kazakhstan,Europe,34.51,19.244726923076925
Bosnia and Herzegovina,Europe,35.84,19.244726923076925
Armenia,Europe,36.79,19.244726923076925
Armenia,Europe,37.76,19.244726923076925
North Macedonia,Europe,37.78,19.244726923076925
Kazakhstan,Europe,39.02,19.244726923076925
Finland,Europe,4.94,19.244726923076925
Kyrgyzstan,Europe,40.03,19.244726923076925
Armenia,Europe,40.09,19.244726923076925
Bosnia and Herzegovina,Europe,40.28,19.244726923076925
Kyrgyzstan,Europe,41.61,19.244726923076925
Kazakhstan,Europe,42.28,19.244726923076925
Armenia,Europe,42.29,19.244726923076925
Uzbekistan,Europe,42.4,19.244726923076925
Kyrgyzstan,Europe,43.0,19.244726923076925
Kyrgyzstan,Europe,43.96,19.244726923076925
Kyrgyzstan,Europe,45.38,19.244726923076925
Uzbekistan,Europe,45.48,19.244726923076925
Uzbekistan,Europe,48.28,19.244726923076925
Uzbekistan,Europe,49.42,19.244726923076925
Sweden,Europe,5.28,19.244726923076925
Finland,Europe,5.37,19.244726923076925
Estonia,Europe,5.4,19.244726923076925
Iceland,Europe,5.53,19.244726923076925
Iceland,Europe,5.75,19.244726923076925
Norway,Europe,5.86,19.244726923076925
Estonia,Europe,5.9,19.244726923076925
Sweden,Europe,5.93,19.244726923076925
Finland,Europe,5.95,19.244726923076925
Uzbekistan,Europe,51.63,19.244726923076925
Tajikistan,Europe,55.97,19.244726923076925
Tajikistan,Europe,59.39,19.244726923076925
Tajikistan,Europe,59.63,19.244726923076925
Sweden,Europe,6.01,19.244726923076925
Iceland,Europe,6.03,19.244726923076925
Estonia,Europe,6.08,19.244726923076925
Estonia,Europe,6.14,19.244726923076925
Iceland,Europe,6.17,19.244726923076925
Finland,Europe,6.17,19.244726923076925
Estonia,Europe,6.2,19.244726923076925
Norway,Europe,6.36,19.244726923076925
Sweden,Europe,6.4,19.244726923076925
Finland,Europe,6.42,19.244726923076925
Iceland,Europe,6.53,19.244726923076925
Sweden,Europe,6.74,19.244726923076925
Tajikistan,Europe,62.9,19.244726923076925
Tajikistan,Europe,69.42,19.244726923076925
Norway,Europe,7.08,19.244726923076925
Russian Federation,Europe,7.31,19.244726923076925
Norway,Europe,7.33,19.244726923076925
Ireland,Europe,7.44,19.244726923076925
Norway,Europe,7.64,19.244726923076925
Ireland,Europe,8.13,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,8.18,19.244726923076925
Russian Federation,Europe,8.38,19.244726923076925
Switzerland,Europe,8.57,19.244726923076925
Ireland,Europe,8.59,19.244726923076925
Ireland,Europe,8.61,19.244726923076925
Russian Federation,Europe,8.62,19.244726923076925
Ireland,Europe,8.64,19.244726923076925
Portugal,Europe,8.64,19.244726923076925
Andorra,Europe,8.66,19.244726923076925
Lithuania,Europe,8.97,19.244726923076925
Portugal,Europe,9.04,19.244726923076925
Malta,Europe,9.1,19.244726923076925
Denmark,Europe,9.11,19.244726923076925
Portugal,Europe,9.16,19.244726923076925
Spain,Europe,9.17,19.244726923076925
Latvia,Europe,9.19,19.244726923076925
Portugal,Europe,9.19,19.244726923076925
Portugal,Europe,9.22,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,9.29,19.244726923076925
Russian Federation,Europe,9.3,19.244726923076925
Andorra,Europe,9.31,19.244726923076925
Luxembourg,Europe,9.36,19.244726923076925
Luxembourg,Europe,9.58,19.244726923076925
Russian Federation,Europe,9.59,19.244726923076925
France,Europe,9.61,19.244726923076925
Monaco,Europe,9.63,19.244726923076925
Monaco,Europe,9.63,19.244726923076925
Monaco,Europe,9.63,19.244726923076925
Andorra,Europe,9.69,19.244726923076925
Andorra,Europe,9.69,19.244726923076925
Switzerland,Europe,9.71,19.244726923076925
Luxembourg,Europe,9.84,19.244726923076925
Switzerland,Europe,9.89,19.244726923076925
Denmark,Europe,9.9,19.244726923076925
Lithuania,Europe,9.91,19.244726923076925
Denmark,Europe,9.97,19.244726923076925
Spain,Europe,9.99,19.244726923076925
Russian Federation,Europe,10.0,19.244726923076925
Spain,Europe,10.04,19.244726923076925
Luxembourg,Europe,10.14,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,10.19,19.244726923076925
Denmark,Europe,10.24,19.244726923076925
Lithuania,Europe,10.3,19.244726923076925
Switzerland,Europe,10.32,19.244726923076925
San Marino,Europe,10.33,19.244726923076925
San Marino,Europe,10.33,19.244726923076925
San Marino,Europe,10.33,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,10.42,19.244726923076925
Germany,Europe,10.48,19.244726923076925
Spain,Europe,10.51,19.244726923076925
Netherlands (Kingdom of the),Europe,10.74,19.244726923076925
Denmark,Europe,10.81,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,10.84,19.244726923076925
Belgium,Europe,10.85,19.244726923076925
France,Europe,10.97,19.244726923076925
Spain,Europe,10.98,19.244726923076925
Austria,Europe,11.03,19.244726923076925
Switzerland,Europe,11.03,19.244726923076925
France,Europe,11.24,19.244726923076925
Lithuania,Europe,11.39,19.244726923076925
Netherlands (Kingdom of the),Europe,11.4,19.244726923076925
Germany,Europe,11.48,19.244726923076925
Lithuania,Europe,11.59,19.244726923076925
Netherlands (Kingdom of the),Europe,11.6,19.244726923076925
Latvia,Europe,11.62,19.244726923076925
Germany,Europe,11.66,19.244726923076925
Netherlands (Kingdom of the),Europe,11.76,19.244726923076925
Lithuania,Europe,11.81,19.244726923076925
Ukraine,Europe,12.0,19.244726923076925
Netherlands (Kingdom of the),Europe,12.01,19.244726923076925
Austria,Europe,12.05,19.244726923076925
Latvia,Europe,12.15,19.244726923076925
Germany,Europe,12.15,19.244726923076925
Republic of Moldova,Europe,12.19,19.244726923076925
Belgium,Europe,12.2,19.244726923076925
Cyprus,Europe,12.23,19.244726923076925
France,Europe,12.27,19.244726923076925
Austria,Europe,12.28,19.244726923076925
Belgium,Europe,12.37,19.244726923076925
Republic of Moldova,Europe,12.43,19.244726923076925
Republic of Moldova,Europe,12.51,19.244726923076925
Malta,Europe,12.52,19.244726923076925
Belgium,Europe,12.72,19.244726923076925
Belarus,Europe,12.82,19.244726923076925
Republic of Moldova,Europe,12.9,19.244726923076925
Germany,Europe,13.0,19.244726923076925
Ukraine,Europe,13.0,19.244726923076925
France,Europe,13.11,19.244726923076925
Greece,Europe,13.25,19.244726923076925
Malta,Europe,13.27,19.244726923076925
Austria,Europe,13.27,19.244726923076925
Malta,Europe,13.28,19.244726923076925
Ukraine,Europe,13.33,19.244726923076925
Malta,Europe,13.42,19.244726923076925
Belgium,Europe,13.51,19.244726923076925
Italy,Europe,13.6,19.244726923076925
Cyprus,Europe,13.67,19.244726923076925
Cyprus,Europe,13.71,19.244726923076925
Romania,Europe,13.76,19.244726923076925
Republic of Moldova,Europe,13.85,19.244726923076925
Belarus,Europe,14.03,19.244726923076925
Austria,Europe,14.23,19.244726923076925
Ukraine,Europe,14.33,19.244726923076925
Latvia,Europe,14.41,19.244726923076925
Cyprus,Europe,14.6,19.244726923076925
Belarus,Europe,14.78,19.244726923076925
Romania,Europe,14.78,19.244726923076925
Romania,Europe,14.85,19.244726923076925
Ukraine,Europe,15.0,19.244726923076925
Greece,Europe,15.04,19.244726923076925
Greece,Europe,15.17,19.244726923076925
Hungary,Europe,15.28,19.244726923076925
Cyprus,Europe,15.38,19.244726923076925
Italy,Europe,15.53,19.244726923076925
Czechia,Europe,15.68,19.244726923076925
Italy,Europe,15.82,19.244726923076925
Romania,Europe,15.89,19.244726923076925
Slovenia,Europe,15.97,19.244726923076925
Hungary,Europe,15.99,19.244726923076925
Latvia,Europe,16.04,19.244726923076925
Greece,Europe,16.13,19.244726923076925
Hungary,Europe,16.18,19.244726923076925
Italy,Europe,16.39,19.244726923076925
Belarus,Europe,16.46,19.244726923076925
Czechia,Europe,16.62,19.244726923076925
Greece,Europe,16.65,19.244726923076925
Slovenia,Europe,16.74,19.244726923076925
Slovenia,Europe,16.74,19.244726923076925
Belarus,Europe,16.79,19.244726923076925
Hungary,Europe,16.85,19.244726923076925
Romania,Europe,16.89,19.244726923076925
Czechia,Europe,17.19,19.244726923076925
Czechia,Europe,17.29,19.244726923076925
Italy,Europe,17.36,19.244726923076925
Slovenia,Europe,17.37,19.244726923076925
Czechia,Europe,17.47,19.244726923076925
Croatia,Europe,17.5,19.244726923076925
Slovakia,Europe,17.51,19.244726923076925
Albania,Europe,17.59,19.244726923076925
Croatia,Europe,17.7,19.244726923076925
Croatia,Europe,17.73,19.244726923076925
Croatia,Europe,17.96,19.244726923076925
Israel,Europe,17.97,19.244726923076925
Slovakia,Europe,17.98,19.244726923076925
Albania,Europe,18.15,19.244726923076925
Slovakia,Europe,18.26,19.244726923076925
Croatia,Europe,18.27,19.244726923076925
Hungary,Europe,18.27,19.244726923076925
Albania,Europe,18.43,19.244726923076925
Slovakia,Europe,18.43,19.244726923076925
Albania,Europe,18.44,19.244726923076925
Albania,Europe,18.45,19.244726923076925
Bulgaria,Europe,18.76,19.244726923076925
Israel,Europe,18.85,19.244726923076925
Slovakia,Europe,18.86,19.244726923076925
Slovenia,Europe,18.99,19.244726923076925
Poland,Europe,19.56,19.244726923076925
Bulgaria,Europe,19.63,19.244726923076925
Montenegro,Europe,19.81,19.244726923076925
Georgia,Europe,19.84,19.244726923076925
Montenegro,Europe,19.87,19.244726923076925
Israel,Europe,19.9,19.244726923076925
Israel,Europe,20.11,19.244726923076925
Montenegro,Europe,20.39,19.244726923076925
Bulgaria,Europe,20.94,19.244726923076925
Bulgaria,Europe,21.13,19.244726923076925
Israel,Europe,21.2,19.244726923076925
Bulgaria,Europe,21.33,19.244726923076925
Poland,Europe,21.34,19.244726923076925
Montenegro,Europe,21.48,19.244726923076925
Georgia,Europe,21.76,19.244726923076925
Montenegro,Europe,21.94,19.244726923076925
Poland,Europe,22.16,19.244726923076925
Georgia,Europe,22.24,19.244726923076925
Türkiye,Europe,22.36,19.244726923076925
Türkiye,Europe,22.43,19.244726923076925
Türkiye,Europe,22.53,19.244726923076925
Türkiye,Europe,22.64,19.244726923076925
Poland,Europe,22.65,19.244726923076925
Türkiye,Europe,22.75,19.244726923076925
Poland,Europe,23.22,19.244726923076925
Serbia,Europe,23.27,19.244726923076925
Serbia,Europe,24.25,19.244726923076925
Georgia,Europe,24.33,19.244726923076925
Serbia,Europe,24.39,19.244726923076925
Serbia,Europe,24.92,19.244726923076925
Georgia,Europe,25.3,19.244726923076925
Serbia,Europe,25.33,19.244726923076925
North Macedonia,Europe,26.05,19.244726923076925
North Macedonia,Europe,26.75,19.244726923076925
Bosnia and Herzegovina,Europe,27.15,19.244726923076925
Azerbaijan,Europe,27.45,19.244726923076925
Kazakhstan,Europe,27.52,19.244726923076925
North Macedonia,Europe,28.23,19.244726923076925
Azerbaijan,Europe,28.4,19.244726923076925
Azerbaijan,Europe,28.84,19.244726923076925
Bosnia and Herzegovina,Europe,29.71,19.244726923076925
Turkmenistan,Europe,30.33,19.244726923076925
Azerbaijan,Europe,30.6,19.244726923076925
Kazakhstan,Europe,30.66,19.244726923076925
Turkmenistan,Europe,30.91,19.244726923076925
Turkmenistan,Europe,31.23,19.244726923076925
Turkmenistan,Europe,31.29,19.244726923076925
Azerbaijan,Europe,31.71,19.244726923076925
North Macedonia,Europe,32.06,19.244726923076925
Bosnia and Herzegovina,Europe,32.12,19.244726923076925
Turkmenistan,Europe,33.21,19.244726923076925
Armenia,Europe,33.37,19.244726923076925
Bosnia and Herzegovina,Europe,33.63,19.244726923076925
Kazakhstan,Europe,36.45,19.244726923076925
North Macedonia,Europe,36.5,19.244726923076925
Bosnia and Herzegovina,Europe,36.78,19.244726923076925
Armenia,Europe,39.03,19.244726923076925
Finland,Europe,4.93,19.244726923076925
Armenia,Europe,40.04,19.244726923076925
Kazakhstan,Europe,41.19,19.244726923076925
Kyrgyzstan,Europe,42.43,19.244726923076925
Armenia,Europe,42.51,19.244726923076925
Kyrgyzstan,Europe,44.05,19.244726923076925
Kazakhstan,Europe,44.61,19.244726923076925
Uzbekistan,Europe,44.83,19.244726923076925
Armenia,Europe,44.84,19.244726923076925
Kyrgyzstan,Europe,45.42,19.244726923076925
Kyrgyzstan,Europe,46.46,19.244726923076925
Kyrgyzstan,Europe,47.99,19.244726923076925
Uzbekistan,Europe,48.09,19.244726923076925
Sweden,Europe,5.24,19.244726923076925
Finland,Europe,5.39,19.244726923076925
Iceland,Europe,5.47,19.244726923076925
Estonia,Europe,5.66,19.244726923076925
Iceland,Europe,5.69,19.244726923076925
Norway,Europe,5.82,19.244726923076925
Sweden,Europe,5.88,19.244726923076925
Finland,Europe,5.97,19.244726923076925
Sweden,Europe,5.97,19.244726923076925
Iceland,Europe,5.98,19.244726923076925
Uzbekistan,Europe,51.02,19.244726923076925
Uzbekistan,Europe,52.26,19.244726923076925
Uzbekistan,Europe,54.68,19.244726923076925
Tajikistan,Europe,59.13,19.244726923076925
Iceland,Europe,6.11,19.244726923076925
Estonia,Europe,6.2,19.244726923076925
Finland,Europe,6.25,19.244726923076925
Norway,Europe,6.33,19.244726923076925
Sweden,Europe,6.35,19.244726923076925
Estonia,Europe,6.39,19.244726923076925
Iceland,Europe,6.44,19.244726923076925
Estonia,Europe,6.45,19.244726923076925
Estonia,Europe,6.52,19.244726923076925
Finland,Europe,6.55,19.244726923076925
Sweden,Europe,6.68,19.244726923076925
Tajikistan,Europe,62.73,19.244726923076925
Tajikistan,Europe,63.0,19.244726923076925
Tajikistan,Europe,66.42,19.244726923076925
Norway,Europe,7.06,19.244726923076925
Norway,Europe,7.31,19.244726923076925
Ireland,Europe,7.4,19.244726923076925
Russian Federation,Europe,7.58,19.244726923076925
Portugal,Europe,7.61,19.244726923076925
Norway,Europe,7.62,19.244726923076925
Tajikistan,Europe,73.24,19.244726923076925
Ireland,Europe,8.08,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,8.19,19.244726923076925
Andorra,Europe,8.42,19.244726923076925
Portugal,Europe,8.42,19.244726923076925
Ireland,Europe,8.51,19.244726923076925
Ireland,Europe,8.55,19.244726923076925
Portugal,Europe,8.55,19.244726923076925
Ireland,Europe,8.59,19.244726923076925
Switzerland,Europe,8.63,19.244726923076925
Russian Federation,Europe,8.71,19.244726923076925
Portugal,Europe,8.73,19.244726923076925
Spain,Europe,8.89,19.244726923076925
Portugal,Europe,8.91,19.244726923076925
Denmark,Europe,8.93,19.244726923076925
Russian Federation,Europe,8.95,19.244726923076925
Andorra,Europe,9.06,19.244726923076925
Luxembourg,Europe,9.27,19.244726923076925
Lithuania,Europe,9.33,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,9.35,19.244726923076925
Andorra,Europe,9.44,19.244726923076925
Andorra,Europe,9.44,19.244726923076925
Luxembourg,Europe,9.48,19.244726923076925
Monaco,Europe,9.53,19.244726923076925
Monaco,Europe,9.53,19.244726923076925
Monaco,Europe,9.53,19.244726923076925
France,Europe,9.53,19.244726923076925
Malta,Europe,9.56,19.244726923076925
Latvia,Europe,9.62,19.244726923076925
Russian Federation,Europe,9.68,19.244726923076925
Denmark,Europe,9.72,19.244726923076925
Luxembourg,Europe,9.75,19.244726923076925
Denmark,Europe,9.78,19.244726923076925
Spain,Europe,9.8,19.244726923076925
Switzerland,Europe,9.81,19.244726923076925
Luxembourg,Europe,9.96,19.244726923076925
Switzerland,Europe,9.99,19.244726923076925
Luxembourg,Europe,10.17,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,10.2,19.244726923076925
France,Europe,10.34,19.244726923076925
Andorra,Europe,10.35,19.244726923076925
Andorra,Europe,10.35,19.244726923076925
Lithuania,Europe,10.35,19.244726923076925
Monaco,Europe,10.41,19.244726923076925
Monaco,Europe,10.41,19.244726923076925
Monaco,Europe,10.41,19.244726923076925
Luxembourg,Europe,10.45,19.244726923076925
Russian Federation,Europe,10.53,19.244726923076925
Latvia,Europe,10.61,19.244726923076925
Switzerland,Europe,10.62,19.244726923076925
Denmark,Europe,10.67,19.244726923076925
Luxembourg,Europe,10.68,19.244726923076925
Denmark,Europe,10.73,19.244726923076925
Switzerland,Europe,10.82,19.244726923076925
Spain,Europe,10.85,19.244726923076925
Russian Federation,Europe,10.86,19.244726923076925
Luxembourg,Europe,10.87,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,11.08,19.244726923076925
Spain,Europe,11.11,19.244726923076925
Switzerland,Europe,11.17,19.244726923076925
Denmark,Europe,11.22,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,11.33,19.244726923076925
Germany,Europe,11.38,19.244726923076925
San Marino,Europe,11.42,19.244726923076925
San Marino,Europe,11.42,19.244726923076925
San Marino,Europe,11.42,19.244726923076925
Lithuania,Europe,11.44,19.244726923076925
Spain,Europe,11.63,19.244726923076925
Netherlands (Kingdom of the),Europe,11.66,19.244726923076925
Belgium,Europe,11.67,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,11.78,19.244726923076925
Denmark,Europe,11.83,19.244726923076925
France,Europe,11.92,19.244726923076925
Switzerland,Europe,11.95,19.244726923076925
Austria,Europe,12.12,19.244726923076925
Spain,Europe,12.14,19.244726923076925
France,Europe,12.21,19.244726923076925
Netherlands (Kingdom of the),Europe,12.36,19.244726923076925
Germany,Europe,12.45,19.244726923076925
Netherlands (Kingdom of the),Europe,12.59,19.244726923076925
Germany,Europe,12.64,19.244726923076925
Lithuania,Europe,12.65,19.244726923076925
Netherlands (Kingdom of the),Europe,12.75,19.244726923076925
Latvia,Europe,12.82,19.244726923076925
Lithuania,Europe,12.88,19.244726923076925
Netherlands (Kingdom of the),Europe,13.03,19.244726923076925
Malta,Europe,13.08,19.244726923076925
Belgium,Europe,13.1,19.244726923076925
Lithuania,Europe,13.12,19.244726923076925
Germany,Europe,13.18,19.244726923076925
Ukraine,Europe,13.26,19.244726923076925
Austria,Europe,13.27,19.244726923076925
Belgium,Europe,13.28,19.244726923076925
Republic of Moldova,Europe,13.28,19.244726923076925
France,Europe,13.31,19.244726923076925
Latvia,Europe,13.4,19.244726923076925
Republic of Moldova,Europe,13.48,19.244726923076925
Cyprus,Europe,13.57,19.244726923076925
Republic of Moldova,Europe,13.61,19.244726923076925
Austria,Europe,13.63,19.244726923076925
Belgium,Europe,13.65,19.244726923076925
Malta,Europe,13.85,19.244726923076925
Malta,Europe,13.86,19.244726923076925
Republic of Moldova,Europe,14.0,19.244726923076925
Malta,Europe,14.01,19.244726923076925
Germany,Europe,14.11,19.244726923076925
France,Europe,14.21,19.244726923076925
Ukraine,Europe,14.28,19.244726923076925
Greece,Europe,14.32,19.244726923076925
Romania,Europe,14.35,19.244726923076925
Belarus,Europe,14.41,19.244726923076925
Belgium,Europe,14.5,19.244726923076925
Ukraine,Europe,14.67,19.244726923076925
Austria,Europe,14.83,19.244726923076925
Italy,Europe,14.84,19.244726923076925
Republic of Moldova,Europe,15.03,19.244726923076925
Cyprus,Europe,15.12,19.244726923076925
Romania,Europe,15.12,19.244726923076925
Cyprus,Europe,15.13,19.244726923076925
Romania,Europe,15.41,19.244726923076925
Belarus,Europe,15.69,19.244726923076925
Ukraine,Europe,15.73,19.244726923076925
Latvia,Europe,15.89,19.244726923076925
Austria,Europe,16.05,19.244726923076925
Cyprus,Europe,16.13,19.244726923076925
Hungary,Europe,16.21,19.244726923076925
Greece,Europe,16.26,19.244726923076925
Ukraine,Europe,16.45,19.244726923076925
Greece,Europe,16.45,19.244726923076925
Belarus,Europe,16.49,19.244726923076925
Romania,Europe,16.49,19.244726923076925
Czechia,Europe,16.55,19.244726923076925
Slovenia,Europe,16.75,19.244726923076925
Hungary,Europe,16.95,19.244726923076925
Italy,Europe,16.96,19.244726923076925
Cyprus,Europe,17.0,19.244726923076925
Hungary,Europe,17.16,19.244726923076925
Italy,Europe,17.28,19.244726923076925
Greece,Europe,17.5,19.244726923076925
Czechia,Europe,17.52,19.244726923076925
Slovenia,Europe,17.54,19.244726923076925
Slovenia,Europe,17.55,19.244726923076925
Romania,Europe,17.62,19.244726923076925
Latvia,Europe,17.68,19.244726923076925
Hungary,Europe,17.87,19.244726923076925
Italy,Europe,17.9,19.244726923076925
Greece,Europe,18.1,19.244726923076925
Czechia,Europe,18.12,19.244726923076925
Czechia,Europe,18.2,19.244726923076925
Slovenia,Europe,18.22,19.244726923076925
Belarus,Europe,18.32,19.244726923076925
Albania,Europe,18.35,19.244726923076925
Czechia,Europe,18.36,19.244726923076925
Croatia,Europe,18.4,19.244726923076925
Slovakia,Europe,18.55,19.244726923076925
Croatia,Europe,18.64,19.244726923076925
Croatia,Europe,18.65,19.244726923076925
Belarus,Europe,18.67,19.244726923076925
Croatia,Europe,18.9,19.244726923076925
Italy,Europe,18.96,19.244726923076925
Albania,Europe,18.98,19.244726923076925
Slovakia,Europe,19.05,19.244726923076925
Croatia,Europe,19.21,19.244726923076925
Albania,Europe,19.25,19.244726923076925
Albania,Europe,19.32,19.244726923076925
Slovakia,Europe,19.34,19.244726923076925
Albania,Europe,19.37,19.244726923076925
Hungary,Europe,19.4,19.244726923076925
Bulgaria,Europe,19.5,19.244726923076925
Slovakia,Europe,19.52,19.244726923076925
Israel,Europe,19.59,19.244726923076925
Slovenia,Europe,19.98,19.244726923076925
Slovakia,Europe,20.0,19.244726923076925
Georgia,Europe,20.12,19.244726923076925
Bulgaria,Europe,20.41,19.244726923076925
Israel,Europe,20.54,19.244726923076925
Poland,Europe,20.74,19.244726923076925
Montenegro,Europe,20.76,19.244726923076925
Montenegro,Europe,20.81,19.244726923076925
Montenegro,Europe,21.33,19.244726923076925
Israel,Europe,21.65,19.244726923076925
Bulgaria,Europe,21.79,19.244726923076925
Israel,Europe,21.87,19.244726923076925
Bulgaria,Europe,22.02,19.244726923076925
Georgia,Europe,22.08,19.244726923076925
Bulgaria,Europe,22.26,19.244726923076925
Montenegro,Europe,22.5,19.244726923076925
Georgia,Europe,22.57,19.244726923076925
Poland,Europe,22.59,19.244726923076925
Türkiye,Europe,22.65,19.244726923076925
Türkiye,Europe,22.76,19.244726923076925
Türkiye,Europe,22.96,19.244726923076925
Montenegro,Europe,22.97,19.244726923076925
Israel,Europe,23.03,19.244726923076925
Türkiye,Europe,23.16,19.244726923076925
Türkiye,Europe,23.37,19.244726923076925
Poland,Europe,23.43,19.244726923076925
Poland,Europe,23.93,19.244726923076925
Serbia,Europe,24.31,19.244726923076925
Poland,Europe,24.52,19.244726923076925
Georgia,Europe,24.73,19.244726923076925
Serbia,Europe,25.33,19.244726923076925
Serbia,Europe,25.48,19.244726923076925
Georgia,Europe,25.74,19.244726923076925
Serbia,Europe,26.04,19.244726923076925
Serbia,Europe,26.49,19.244726923076925
North Macedonia,Europe,27.18,19.244726923076925
Kazakhstan,Europe,27.63,19.244726923076925
North Macedonia,Europe,27.86,19.244726923076925
Bosnia and Herzegovina,Europe,28.13,19.244726923076925
Azerbaijan,Europe,28.18,19.244726923076925
Azerbaijan,Europe,29.19,19.244726923076925
North Macedonia,Europe,29.51,19.244726923076925
Azerbaijan,Europe,29.67,19.244726923076925
Turkmenistan,Europe,30.64,19.244726923076925
Bosnia and Herzegovina,Europe,30.74,19.244726923076925
Kazakhstan,Europe,30.83,19.244726923076925
Turkmenistan,Europe,31.2,19.244726923076925
Turkmenistan,Europe,31.44,19.244726923076925
Turkmenistan,Europe,31.49,19.244726923076925
Azerbaijan,Europe,31.54,19.244726923076925
Azerbaijan,Europe,32.72,19.244726923076925
Bosnia and Herzegovina,Europe,33.21,19.244726923076925
Turkmenistan,Europe,33.4,19.244726923076925
North Macedonia,Europe,33.62,19.244726923076925
Armenia,Europe,33.83,19.244726923076925
Bosnia and Herzegovina,Europe,34.74,19.244726923076925
Kazakhstan,Europe,36.81,19.244726923076925
Bosnia and Herzegovina,Europe,37.95,19.244726923076925
North Macedonia,Europe,38.46,19.244726923076925
Armenia,Europe,39.56,19.244726923076925
Armenia,Europe,40.59,19.244726923076925
Kazakhstan,Europe,41.72,19.244726923076925
Kyrgyzstan,Europe,42.9,19.244726923076925
Armenia,Europe,43.09,19.244726923076925
Kyrgyzstan,Europe,44.58,19.244726923076925
Uzbekistan,Europe,45.1,19.244726923076925
Kazakhstan,Europe,45.27,19.244726923076925
Armenia,Europe,45.44,19.244726923076925
Kyrgyzstan,Europe,46.08,19.244726923076925
Kyrgyzstan,Europe,47.08,19.244726923076925
Uzbekistan,Europe,48.46,19.244726923076925
Kyrgyzstan,Europe,48.54,19.244726923076925
Finland,Europe,5.33,19.244726923076925
Sweden,Europe,5.67,19.244726923076925
Finland,Europe,5.83,19.244726923076925
Uzbekistan,Europe,51.5,19.244726923076925
Uzbekistan,Europe,52.76,19.244726923076925
Uzbekistan,Europe,55.19,19.244726923076925
Tajikistan,Europe,59.65,19.244726923076925
Iceland,Europe,6.18,19.244726923076925
Estonia,Europe,6.19,19.244726923076925
Norway,Europe,6.28,19.244726923076925
Sweden,Europe,6.37,19.244726923076925
Iceland,Europe,6.43,19.244726923076925
Finland,Europe,6.45,19.244726923076925
Sweden,Europe,6.46,19.244726923076925
Estonia,Europe,6.75,19.244726923076925
Finland,Europe,6.75,19.244726923076925
Iceland,Europe,6.78,19.244726923076925
Norway,Europe,6.82,19.244726923076925
Sweden,Europe,6.89,19.244726923076925
Iceland,Europe,6.91,19.244726923076925
Estonia,Europe,6.96,19.244726923076925
Tajikistan,Europe,63.28,19.244726923076925
Tajikistan,Europe,63.54,19.244726923076925
Tajikistan,Europe,67.01,19.244726923076925
Estonia,Europe,7.02,19.244726923076925
Estonia,Europe,7.08,19.244726923076925
Finland,Europe,7.09,19.244726923076925
Iceland,Europe,7.26,19.244726923076925
Sweden,Europe,7.27,19.244726923076925
Norway,Europe,7.59,19.244726923076925
Portugal,Europe,7.78,19.244726923076925
Norway,Europe,7.86,19.244726923076925
Tajikistan,Europe,73.92,19.244726923076925
Norway,Europe,8.21,19.244726923076925
Russian Federation,Europe,8.28,19.244726923076925
Ireland,Europe,8.39,19.244726923076925
Portugal,Europe,8.65,19.244726923076925
Portugal,Europe,8.68,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,8.96,19.244726923076925
Portugal,Europe,9.02,19.244726923076925
Ireland,Europe,9.16,19.244726923076925
Andorra,Europe,9.23,19.244726923076925
Switzerland,Europe,9.35,19.244726923076925
Portugal,Europe,9.39,19.244726923076925
Russian Federation,Europe,9.49,19.244726923076925
Ireland,Europe,9.66,19.244726923076925
Ireland,Europe,9.7,19.244726923076925
Ireland,Europe,9.74,19.244726923076925
Russian Federation,Europe,9.76,19.244726923076925
Denmark,Europe,9.82,19.244726923076925
Spain,Europe,9.84,19.244726923076925
Luxembourg,Europe,9.93,19.244726923076925
Andorra,Europe,9.94,19.244726923076925
Malta,Europe,9.99,19.244726923076925
Malta,Europe,10.01,19.244726923076925
France,Europe,10.01,19.244726923076925
United Kingdom of Great Britain and Northern Ireland,Europe,10.06,19.244726923076925
Spain,Europe,10.06,19.244726923076925
Luxembourg,Europe,10.27,19.244726923076925
Spain,Europe,10.31,19.244726923076925
Switzerland,Europe,10.32,19.244726923076925
